6.410405696926492965e+05	4.937754007519264705e+06	5.329749507458485880e+01
6.410406366949483054e+05	4.937753968860402703e+06	5.326130835109162831e+01
6.410406734944742639e+05	4.937753947508373298e+06	5.326130835109162831e+01
6.410406901820898056e+05	4.937753937761804089e+06	5.326130835109162831e+01
6.410407234463945497e+05	4.937753918164426461e+06	5.326130835109162831e+01
6.410407893322092714e+05	4.937753878406379372e+06	5.326130835109162831e+01
6.410408411826416850e+05	4.937753845853939652e+06	5.326130835109162831e+01
6.410408732450858224e+05	4.937753824867404997e+06	5.326130835109162831e+01
6.410409114805037389e+05	4.937753799007667229e+06	5.326733947167383576e+01
6.410409558233384741e+05	4.937753768149225041e+06	5.324924610992722052e+01
6.410409905143559445e+05	4.937753743571787141e+06	5.324924610992722052e+01
6.410410251168393297e+05	4.937753718864285387e+06	5.324924610992722052e+01
6.410410659507802920e+05	4.937753689699472860e+06	5.326733947167383576e+01
6.410410879329644376e+05	4.937753674091569148e+06	5.326733947167383576e+01
6.410411382297704695e+05	4.937753638915154152e+06	5.326733947167383576e+01
6.410412140342597850e+05	4.937753588289042935e+06	5.326733947167383576e+01
6.410412522097609472e+05	4.937753564355192706e+06	5.326733947167383576e+01
6.410413035095192026e+05	4.937753534305997193e+06	5.326130835109162831e+01
6.410413815966419643e+05	4.937753494076875038e+06	5.324924610992722052e+01
6.410414509986527264e+05	4.937753463022797368e+06	5.327337059225603610e+01
6.410414875960315112e+05	4.937753447684644721e+06	5.327337059225603610e+01
6.410415542987093795e+05	4.937753420399405062e+06	5.329749507458485880e+01
6.410416175522329286e+05	4.937753394011496566e+06	5.329749507458485880e+01
6.410416473752199672e+05	4.937753380965706892e+06	5.328543283342044390e+01
6.410417130969709251e+05	4.937753349826040678e+06	5.326227333038478662e+01
6.410417747214300325e+05	4.937753316694900393e+06	5.320196212456274765e+01
6.410418456429989310e+05	4.937753274840456434e+06	5.319794137750794505e+01
6.410419289377791574e+05	4.937753221708302386e+06	5.318587913634353015e+01
6.410420021593613783e+05	4.937753172427671961e+06	5.317783764223392495e+01
6.410420781108583324e+05	4.937753119786401279e+06	5.318185838928872755e+01
6.410421598792606965e+05	4.937753062579868361e+06	5.315773390695991196e+01
6.410422036916147918e+05	4.937753032162184827e+06	5.312154718346668858e+01
6.410422692333459854e+05	4.937752987199946307e+06	5.309742270113787299e+01
6.410423533332493389e+05	4.937752929490473121e+06	5.313360942463109637e+01
6.410424276917448733e+05	4.937752877796805464e+06	5.310948494230228079e+01
6.410425075437864289e+05	4.937752820845912211e+06	5.310144344819267559e+01
6.410426013941380661e+05	4.937752750896836631e+06	5.306927747175425480e+01
6.410427120764177525e+05	4.937752661648402922e+06	5.305721523058984701e+01
6.410427899811415700e+05	4.937752590342043899e+06	5.307329821880905740e+01
6.410428697333158925e+05	4.937752512583293021e+06	5.302102850709661652e+01
6.410429636876722798e+05	4.937752421577756293e+06	5.298484178360339314e+01
6.410430535516013624e+05	4.937752342058371753e+06	5.296473804832938015e+01
6.410431404565681005e+05	4.937752275471461006e+06	5.288030236017851848e+01
6.410432228593422333e+05	4.937752218273647130e+06	5.286019862490450549e+01
6.410432990928513464e+05	4.937752168479681015e+06	5.285617787784970290e+01
6.410433802542075282e+05	4.937752117169555277e+06	5.284813638374009770e+01
6.410434939044797793e+05	4.937752045500528067e+06	5.284009488963049250e+01
6.410435937335942872e+05	4.937751979806127958e+06	5.276370069558924314e+01
6.410437059883842012e+05	4.937751899809874594e+06	5.275163845442483534e+01
6.410438162067795638e+05	4.937751817727359012e+06	5.274359696031523015e+01
6.410439325918569230e+05	4.937751728365845978e+06	5.270741023682199966e+01
6.410440479853895959e+05	4.937751637620000169e+06	5.272349322504121005e+01
6.410441369599342579e+05	4.937751566601173952e+06	5.271947247798640745e+01
6.410442073025817517e+05	4.937751509962690063e+06	5.270338948976719706e+01
6.410442514707837254e+05	4.937751473765423521e+06	5.263905753689035549e+01
6.410443464224535273e+05	4.937751394192304462e+06	5.263905753689035549e+01
6.410444117720103823e+05	4.937751338446327485e+06	5.263905753689035549e+01
6.410445023654081160e+05	4.937751260567126796e+06	5.263905753689035549e+01
6.410445640607404057e+05	4.937751207560187206e+06	5.261895380161634250e+01
6.410446333016311983e+05	4.937751148516148329e+06	5.256668408990390162e+01
6.410447067230482353e+05	4.937751086849039420e+06	5.254255960757508603e+01
6.410448033697463106e+05	4.937751007842523977e+06	5.254255960757508603e+01
6.410448825822912622e+05	4.937750944838701747e+06	5.253049736641067824e+01
6.410449205834382446e+05	4.937750915010062978e+06	5.251441437819146785e+01
6.410450084239471471e+05	4.937750846694014966e+06	5.245410317236942888e+01
6.410451079986793920e+05	4.937750769707555883e+06	5.243802018415021848e+01
6.410451805961502250e+05	4.937750713419187814e+06	5.243802018415021848e+01
6.410453055320148123e+05	4.937750615158682689e+06	5.242193719593100809e+01
6.410454130714021157e+05	4.937750527177710086e+06	5.242193719593100809e+01
6.410455005857514916e+05	4.937750452996518463e+06	5.241791644887620549e+01
6.410455694949526805e+05	4.937750394060328603e+06	5.241389570182140289e+01
6.410456476451762719e+05	4.937750327780350111e+06	5.239897873024808206e+01
6.410457270061678719e+05	4.937750262226964347e+06	5.239897873024808206e+01
6.410457951877459418e+05	4.937750208153443411e+06	5.238691648908367426e+01
6.410458775107773254e+05	4.937750146508743986e+06	5.233866752442603598e+01
6.410459655479830690e+05	4.937750085387198254e+06	5.231052229504241780e+01
6.410460525755980052e+05	4.937750028607212938e+06	5.227835631860399701e+01
6.410461377337813610e+05	4.937749975499004126e+06	5.227031482449439181e+01
6.410461892813462764e+05	4.937749944167380221e+06	5.225825258332998402e+01
6.410462513753409730e+05	4.937749906952201389e+06	5.221402436572715544e+01
6.410463411091575399e+05	4.937749853649659082e+06	5.218989988339833985e+01
6.410464029609479476e+05	4.937749816854361445e+06	5.219392063045314245e+01
6.410464507549538976e+05	4.937749788186505437e+06	5.218185838928872755e+01
6.410465254007392796e+05	4.937749743232560344e+06	5.217381689517912235e+01
6.410465931429591728e+05	4.937749702800275758e+06	5.214567166579550417e+01
6.410466439070202177e+05	4.937749672704754397e+06	5.210546419524747819e+01
6.410467217193441465e+05	4.937749626857602969e+06	5.211350568935708338e+01
6.410467961719398154e+05	4.937749583247466013e+06	5.209742270113787299e+01
6.410468808780054096e+05	4.937749533847615123e+06	5.207731896586386000e+01
6.410469555714525050e+05	4.937749490399453789e+06	5.207731896586386000e+01
6.410470304666219745e+05	4.937749446866234764e+06	5.207329821880905740e+01
6.410471639329984318e+05	4.937749369308015332e+06	5.205721523058984701e+01
6.410472327887865249e+05	4.937749329537499696e+06	5.201700776004181392e+01
6.410472672953759320e+05	4.937749309662505984e+06	5.200896626593220873e+01
6.410473722911049845e+05	4.937749249311571009e+06	5.197211550078530706e+01
