641037.685,4937755.938,52.896
641037.712,4937755.967,52.838
641037.861,4937755.785,52.81
641038.35,4937755.478,52.836
641038.92,4937755.159,53.026
641039.388,4937754.859,53.082
641039.841,4937754.525,53.193
641040.29,4937754.179,53.382
641040.83,4937753.853,53.467
641041.326,4937753.522,53.568
641041.734,4937753.339,53.735
641042.217,4937753.023,53.842
641042.676,4937752.692,53.966
641043.076,4937752.324,54.017
641043.645,4937751.944,54.117
641044.185,4937751.528,54.253
641044.771,4937751.034,54.368
641045.317,4937750.606,54.401
641045.895,4937750.134,54.525
641046.461,4937749.782,54.591
641047.099,4937749.407,54.746
641047.645,4937749.092,54.834
641048.209,4937748.761,54.944
641048.783,4937748.494,54.997
641049.3,4937748.237,55.09
641049.767,4937747.98,55.147
641050.237,4937747.655,55.328
641050.784,4937747.324,55.396
641051.267,4937747.104,55.54
641051.724,4937746.793,55.604
641052.309,4937746.396,55.768
641052.856,4937746.124,55.86
641053.276,4937745.943,55.98
641053.629,4937745.792,56.048
641053.915,4937745.527,56.171
641054.277,4937745.343,56.228
641054.65,4937745.235,56.249
641054.829,4937745.072,56.339
641055.017,4937744.963,56.314
641055.287,4937744.778,56.411
641055.684,4937744.546,56.566
641056.061,4937744.316,56.601
641056.472,4937744.17,56.735
641056.848,4937743.913,56.867
641057.28,4937743.619,56.912
641057.71,4937743.278,57.082
641058.225,4937742.907,57.204
641058.669,4937742.588,57.37
641059.12,4937742.281,57.487
641059.46,4937741.98,57.651
641059.723,4937741.719,57.653
641060.037,4937741.513,57.792
641060.433,4937741.215,57.948
641060.837,4937741.003,58.016
641061.229,4937740.819,58.136
641061.452,4937740.614,58.16
641061.802,4937740.543,58.266
641062.237,4937740.329,58.358
641062.629,4937740.159,58.488
641062.984,4937740.072,58.554
641063.336,4937739.922,58.631
641063.59,4937739.726,58.745
641063.912,4937739.574,58.831
641064.141,4937739.354,58.913
641064.384,4937739.098,58.997
641064.585,4937738.99,59.07
641064.8,4937738.75,59.108
641065.106,4937738.568,59.208
641065.316,4937738.32,59.333
641065.626,4937738.068,59.36
641065.978,4937737.798,59.508
641066.143,4937737.48,59.691
641066.363,4937737.438,59.788
641066.364,4937737.42,59.748
641066.365,4937737.42,59.724
641066.367,4937737.416,59.726
641066.372,4937737.418,59.728
641066.396,4937737.396,59.719
641066.585,4937737.182,59.75
641066.856,4937736.846,59.847
641067.167,4937736.564,59.886
641067.482,4937736.41,60.098
641067.723,4937736.154,60.239
641068.097,4937735.902,60.312
641068.407,4937735.748,60.43
641068.434,4937735.73,60.434
641068.399,4937735.723,60.466
641068.428,4937735.737,60.409
641068.4,4937735.702,60.406
641068.423,4937735.707,60.394
641068.437,4937735.687,60.412
641068.424,4937735.691,60.436
641068.45,4937735.702,60.44
641068.44,4937735.7,60.431
641068.44,4937735.69,60.419
641068.436,4937735.688,60.411
641068.425,4937735.69,60.394
641068.429,4937735.685,60.386
641068.428,4937735.682,60.398
641068.454,4937735.593,60.371
641068.515,4937735.395,60.428
641068.678,4937735.412,60.575
641068.66,4937735.321,60.448
641068.767,4937735.133,60.6
641068.803,4937735.118,60.624
641068.802,4937735.106,60.607
641068.811,4937735.107,60.593
641068.827,4937735.114,60.567
641068.835,4937735.06,60.575
641068.841,4937735.066,60.595
641068.831,4937735.07,60.598
641068.826,4937735.084,60.591
641068.829,4937735.096,60.586
641068.837,4937735.083,60.608
641068.83,4937735.087,60.612
641068.838,4937735.09,60.621
641068.81,4937735.094,60.559
641068.9,4937734.996,60.59
641068.995,4937734.906,60.606
641069.276,4937734.796,60.747
641069.487,4937734.628,60.774
641069.566,4937734.572,60.886
