N,E,Z
14.75,0,10.04
14.75,0.25,10.04
14.75,0.5,10.04
14.75,0.75,10.04
14.75,1,10.04
14.75,1.25,10.04
14.75,1.5,10.04
14.75,1.75,10.04
14.75,2,10.04
14.75,2.25,10.04
14.75,2.5,10.03
14.75,2.75,10.03
14.75,3,10.03
14.75,3.25,10.03
14.75,3.5,10.03
14.75,3.75,10.03
14.75,4,10.03
14.75,4.25,10.03
14.75,4.5,10.03
14.75,4.75,10.03
14.75,5,10.03
14.75,5.25,10.03
14.75,5.5,10.03
14.75,5.75,10.03
14.75,6,10.03
14.75,6.25,10.03
14.75,6.5,10.03
14.75,6.75,10.03
14.75,7,10.03
14.75,7.25,10.03
14.75,7.5,10.03
14.75,7.75,10.03
14.75,8,10.03
14.75,8.25,10.03
14.75,8.5,10.02
14.75,8.75,10.02
14.75,9,10.01
14.75,9.25,10.01
14.75,9.5,10.01
14.75,9.75,10
14.75,10,10
14.75,10.25,10
14.75,10.5,9.99
14.75,10.75,9.99
14.75,11,9.99
14.75,11.25,9.98
14.75,11.5,9.98
14.75,11.75,9.98
14.75,12,9.98
14.75,12.25,9.97
14.75,12.5,9.97
14.75,12.75,9.97
14.75,13,9.97
14.75,13.25,9.96
14.75,13.5,9.96
14.75,13.75,9.96
14.75,14,9.96
14.75,14.25,9.95
14.75,14.5,9.95
14.75,14.75,9.95
14.75,15,9.95
14.75,15.25,9.95
14.75,15.5,9.95
14.75,15.75,9.94
14.75,16,9.94
14.75,16.25,9.94
14.75,16.5,9.94
14.75,16.75,9.94
14.75,17,9.94
14.75,17.25,9.93
14.75,17.5,9.93
14.75,17.75,9.93
14.75,18,9.93
14.75,18.25,9.93
14.75,18.5,9.92
14.75,18.75,9.92
14.75,19,9.92
14.75,19.25,9.91
14.75,19.5,9.91
14.75,19.75,9.9
14.75,20,9.89
14.75,20.25,9.89
14.75,20.5,9.88
14.75,20.75,9.87
14.75,21,9.87
14.75,21.25,9.86
14.75,21.5,9.85
14.75,21.75,9.85
14.75,22,9.84
14.75,22.25,9.83
14.75,22.5,9.83
14.75,22.75,9.82
14.75,23,9.81
14.75,23.25,9.81
14.75,23.5,9.8
14.75,23.75,9.79
14.75,24,9.79
14.75,24.25,9.78
14.75,24.5,9.78
14.75,24.75,9.77
14.75,25,9.76
14.75,25.25,9.76
14.75,25.5,9.75
14.75,25.75,9.75
14.75,26,9.74
14.75,26.25,9.73
14.75,26.5,9.73
14.75,26.75,9.72
14.75,27,9.71
14.75,27.25,9.71
14.75,27.5,9.7
14.75,27.75,9.7
14.75,28,9.69
14.75,28.25,9.68
14.75,28.5,9.67
14.75,28.75,9.67
14.75,29,9.66
14.75,29.25,9.65
14.75,29.5,9.65
14.75,29.75,9.64
14.75,30,9.63
14.75,30.25,9.63
14.75,30.5,9.62
14.75,30.75,9.61
14.75,31,9.61
14.75,31.25,9.6
14.75,31.5,9.59
14.75,31.75,9.58
14.75,32,9.58
14.75,32.25,9.57
14.75,32.5,9.56
14.75,32.75,9.56
14.75,33,9.55
14.75,33.25,9.54
14.75,33.5,9.54
14.75,33.75,9.53
14.75,34,9.52
14.75,34.25,9.52
14.75,34.5,9.51
14.75,34.75,9.5
14.75,35,9.5
14.75,35.25,9.49
14.75,35.5,9.48
14.75,35.75,9.48
14.75,36,9.47
14.75,36.25,9.46
14.75,36.5,9.46
14.75,36.75,9.45
14.75,37,9.44
14.75,37.25,9.44
14.75,37.5,9.43
14.75,37.75,9.42
14.75,38,9.42
14.75,38.25,9.41
14.75,38.5,9.41
14.75,38.75,9.4
14.75,39,9.39
14.75,39.25,9.39
14.75,39.5,9.38
14.75,39.75,9.37
14.75,40,9.37
14.75,40.25,9.36
14.75,40.5,9.36
14.75,40.75,9.35
14.75,41,9.34
14.75,41.25,9.34
14.75,41.5,9.33
14.75,41.75,9.33
14.75,42,9.32
14.75,42.25,9.32
14.75,42.5,9.31
14.75,42.75,9.3
14.75,43,9.3
14.75,43.25,9.29
14.75,43.5,9.29
14.75,43.75,9.28
14.75,44,9.28
14.75,44.25,9.27
14.75,44.5,9.27
14.75,44.75,9.26
14.75,45,9.26
14.75,45.25,9.25
14.75,45.5,9.25
14.75,45.75,9.24
14.75,46,9.23
14.75,46.25,9.23
14.75,46.5,9.22
14.75,46.75,9.22
14.75,47,9.21
14.75,47.25,9.21
14.75,47.5,9.2
14.75,47.75,9.2
14.75,48,9.2
14.75,48.25,9.19
14.75,48.5,9.19
14.75,48.75,9.18
14.75,49,9.18
14.75,49.25,9.17
14.75,49.5,9.17
