N,E,Z
1,-0.5,10.03
1,-0.25,10.03
1,0,10.03
1,0.25,10.03
1,0.5,10.03
1,0.75,10.03
1,1,10.03
1,1.25,10.03
1,1.5,10.02
1,1.75,10.02
1,2,10.02
1,2.25,10.02
1,2.5,10.02
1,2.75,10.02
1,3,10.02
1,3.25,10.02
1,3.5,10.02
1,3.75,10.01
1,4,10.01
1,4.25,10.01
1,4.5,10.01
1,4.75,10.01
1,5,10.01
1,5.25,10.01
1,5.5,10.01
1,5.75,10.01
1,6,10.01
1,6.25,10.01
1,6.5,10.01
1,6.75,10.01
1,7,10.01
1,7.25,10.01
1,7.5,10.01
1,7.75,10.01
1,8,10
1,8.25,10
1,8.5,10
1,8.75,10
1,9,10
1,9.25,10
1,9.5,10
1,9.75,10
1,10,10
1,10.25,10
1,10.5,10
1,10.75,10
1,11,10
1,11.25,9.99
1,11.5,9.99
1,11.75,9.99
1,12,9.99
1,12.25,9.99
1,12.5,9.99
1,12.75,9.99
1,13,9.99
1,13.25,9.98
1,13.5,9.98
1,13.75,9.98
1,14,9.98
1,14.25,9.98
1,14.5,9.98
1,14.75,9.97
1,15,9.97
1,15.25,9.97
1,15.5,9.97
1,15.75,9.96
1,16,9.96
1,16.25,9.95
1,16.5,9.95
1,16.75,9.95
1,17,9.94
1,17.25,9.94
1,17.5,9.94
1,17.75,9.93
1,18,9.93
1,18.25,9.93
1,18.5,9.92
1,18.75,9.92
1,19,9.91
1,19.25,9.91
1,19.5,9.91
1,19.75,9.9
1,20,9.9
1,20.25,9.89
1,20.5,9.89
1,20.75,9.88
1,21,9.88
1,21.25,9.87
1,21.5,9.87
1,21.75,9.86
1,22,9.85
1,22.25,9.85
1,22.5,9.84
1,22.75,9.84
1,23,9.83
1,23.25,9.83
1,23.5,9.82
1,23.75,9.81
1,24,9.81
1,24.25,9.8
1,24.5,9.79
1,24.75,9.78
1,25,9.77
1,25.25,9.77
1,25.5,9.76
1,25.75,9.75
1,26,9.74
1,26.25,9.74
1,26.5,9.73
1,26.75,9.72
1,27,9.71
1,27.25,9.71
1,27.5,9.7
1,27.75,9.69
1,28,9.68
1,28.25,9.68
1,28.5,9.67
1,28.75,9.66
1,29,9.66
1,29.25,9.65
1,29.5,9.64
1,29.75,9.63
1,30,9.63
1,30.25,9.62
1,30.5,9.61
1,30.75,9.6
1,31,9.6
1,31.25,9.59
1,31.5,9.58
1,31.75,9.57
1,32,9.57
1,32.25,9.56
1,32.5,9.55
1,32.75,9.54
1,33,9.53
1,33.25,9.53
1,33.5,9.52
1,33.75,9.51
1,34,9.5
1,34.25,9.49
1,34.5,9.49
1,34.75,9.48
1,35,9.47
1,35.25,9.46
1,35.5,9.45
1,35.75,9.45
1,36,9.44
1,36.25,9.43
1,36.5,9.42
1,36.75,9.42
1,37,9.41
1,37.25,9.4
1,37.5,9.39
1,37.75,9.38
1,38,9.38
1,38.25,9.37
1,38.5,9.36
1,38.75,9.35
1,39,9.35
1,39.25,9.34
1,39.5,9.33
1,39.75,9.32
1,40,9.32
1,40.25,9.31
1,40.5,9.3
1,40.75,9.29
1,41,9.29
1,41.25,9.28
1,41.5,9.27
1,41.75,9.27
1,42,9.26
1,42.25,9.25
1,42.5,9.25
1,42.75,9.24
1,43,9.24
1,43.25,9.23
1,43.5,9.23
1,43.75,9.23
1,44,9.22
1,44.25,9.22
1,44.5,9.21
1,44.75,9.21
1,45,9.2
1,45.25,9.2
1,45.5,9.2
1,45.75,9.19
1,46,9.19
1,46.25,9.18
1,46.5,9.18
1,46.75,9.17
1,47,9.17
1,47.25,9.16
1,47.5,9.16
1,47.75,9.16
1,48,9.15
1,48.25,9.15
1,48.5,9.14
1,48.75,9.14
