N,E,Z
0.25,0.75,10.03
0.25,1,10.03
0.25,1.25,10.03
0.25,1.5,10.03
0.25,1.75,10.02
0.25,2,10.02
0.25,2.25,10.02
0.25,2.5,10.02
0.25,2.75,10.02
0.25,3,10.02
0.25,3.25,10.02
0.25,3.5,10.02
0.25,3.75,10.02
0.25,4,10.02
0.25,4.25,10.02
0.25,4.5,10.01
0.25,4.75,10.01
0.25,5,10.01
0.25,5.25,10.01
0.25,5.5,10.01
0.25,5.75,10.01
0.25,6,10.01
0.25,6.25,10.01
0.25,6.5,10.01
0.25,6.75,10.01
0.25,7,10.01
0.25,7.25,10.01
0.25,7.5,10.01
0.25,7.75,10.01
0.25,8,10.01
0.25,8.25,10.01
0.25,8.5,10.01
0.25,8.75,10.01
0.25,9,10.01
0.25,9.25,10.01
0.25,9.5,10.01
0.25,9.75,10.01
0.25,10,10.01
0.25,10.25,10.01
0.25,10.5,10
0.25,10.75,10
0.25,11,10
0.25,11.25,10
0.25,11.5,10
0.25,11.75,10
0.25,12,9.99
0.25,12.25,9.99
0.25,12.5,9.99
0.25,12.75,9.99
0.25,13,9.99
0.25,13.25,9.99
0.25,13.5,9.99
0.25,13.75,9.99
0.25,14,9.98
0.25,14.25,9.98
0.25,14.5,9.98
0.25,14.75,9.98
0.25,15,9.98
0.25,15.25,9.98
0.25,15.5,9.97
0.25,15.75,9.97
0.25,16,9.96
0.25,16.25,9.96
0.25,16.5,9.96
0.25,16.75,9.95
0.25,17,9.95
0.25,17.25,9.94
0.25,17.5,9.94
0.25,17.75,9.94
0.25,18,9.93
0.25,18.25,9.93
0.25,18.5,9.93
0.25,18.75,9.92
0.25,19,9.92
0.25,19.25,9.92
0.25,19.5,9.92
0.25,19.75,9.91
0.25,20,9.91
0.25,20.25,9.9
0.25,20.5,9.9
0.25,20.75,9.89
0.25,21,9.88
0.25,21.25,9.88
0.25,21.5,9.87
0.25,21.75,9.87
0.25,22,9.86
0.25,22.25,9.85
0.25,22.5,9.85
0.25,22.75,9.84
0.25,23,9.84
0.25,23.25,9.83
0.25,23.5,9.83
0.25,23.75,9.82
0.25,24,9.81
0.25,24.25,9.81
0.25,24.5,9.8
0.25,24.75,9.79
0.25,25,9.78
0.25,25.25,9.77
0.25,25.5,9.76
0.25,25.75,9.76
0.25,26,9.75
0.25,26.25,9.74
0.25,26.5,9.73
0.25,26.75,9.72
0.25,27,9.72
0.25,27.25,9.71
0.25,27.5,9.7
0.25,27.75,9.7
0.25,28,9.69
0.25,28.25,9.68
0.25,28.5,9.67
0.25,28.75,9.67
0.25,29,9.66
0.25,29.25,9.65
0.25,29.5,9.64
0.25,29.75,9.64
0.25,30,9.63
0.25,30.25,9.62
0.25,30.5,9.62
0.25,30.75,9.61
0.25,31,9.6
0.25,31.25,9.59
0.25,31.5,9.58
0.25,31.75,9.57
0.25,32,9.57
0.25,32.25,9.56
0.25,32.5,9.55
0.25,32.75,9.54
0.25,33,9.53
0.25,33.25,9.53
0.25,33.5,9.52
0.25,33.75,9.51
0.25,34,9.5
0.25,34.25,9.49
0.25,34.5,9.49
0.25,34.75,9.48
0.25,35,9.47
0.25,35.25,9.46
0.25,35.5,9.45
0.25,35.75,9.44
0.25,36,9.44
0.25,36.25,9.43
0.25,36.5,9.42
0.25,36.75,9.41
0.25,37,9.41
0.25,37.25,9.4
0.25,37.5,9.39
0.25,37.75,9.38
0.25,38,9.38
0.25,38.25,9.37
0.25,38.5,9.36
0.25,38.75,9.35
0.25,39,9.34
0.25,39.25,9.34
0.25,39.5,9.33
0.25,39.75,9.32
0.25,40,9.31
0.25,40.25,9.31
0.25,40.5,9.3
0.25,40.75,9.29
0.25,41,9.28
0.25,41.25,9.27
0.25,41.5,9.27
0.25,41.75,9.26
0.25,42,9.25
0.25,42.25,9.24
0.25,42.5,9.24
0.25,42.75,9.24
0.25,43,9.23
0.25,43.25,9.23
0.25,43.5,9.22
0.25,43.75,9.22
0.25,44,9.22
0.25,44.25,9.21
0.25,44.5,9.21
0.25,44.75,9.21
0.25,45,9.2
0.25,45.25,9.2
0.25,45.5,9.19
0.25,45.75,9.19
0.25,46,9.18
0.25,46.25,9.18
0.25,46.5,9.17
0.25,46.75,9.17
0.25,47,9.17
0.25,47.25,9.16
0.25,47.5,9.16
0.25,47.75,9.15
0.25,48,9.15
0.25,48.25,9.14
0.25,48.5,9.14
0.25,48.75,9.13
0.25,49,9.13
0.25,49.25,9.12
0.25,49.5,9.12
0.25,49.75,9.11
0.25,50,9.11
