N,E,Z
4,0,10.02
4,0.25,10.02
4,0.5,10.02
4,0.75,10.02
4,1,10.02
4,1.25,10.02
4,1.5,10.02
4,1.75,10.02
4,2,10.01
4,2.25,10.01
4,2.5,10.01
4,2.75,10.01
4,3,10.01
4,3.25,10.01
4,3.5,10.01
4,3.75,10
4,4,10
4,4.25,10
4,4.5,10
4,4.75,10
4,5,10
4,5.25,10
4,5.5,10
4,5.75,9.99
4,6,9.99
4,6.25,9.99
4,6.5,9.99
4,6.75,9.99
4,7,9.99
4,7.25,9.99
4,7.5,9.99
4,7.75,9.99
4,8,9.99
4,8.25,9.98
4,8.5,9.98
4,8.75,9.98
4,9,9.98
4,9.25,9.98
4,9.5,9.98
4,9.75,9.98
4,10,9.98
4,10.25,9.98
4,10.5,9.98
4,10.75,9.98
4,11,9.98
4,11.25,9.97
4,11.5,9.97
4,11.75,9.97
4,12,9.97
4,12.25,9.97
4,12.5,9.97
4,12.75,9.97
4,13,9.97
4,13.25,9.97
4,13.5,9.96
4,13.75,9.96
4,14,9.96
4,14.25,9.96
4,14.5,9.96
4,14.75,9.95
4,15,9.95
4,15.25,9.95
4,15.5,9.94
4,15.75,9.94
4,16,9.94
4,16.25,9.93
4,16.5,9.93
4,16.75,9.92
4,17,9.92
4,17.25,9.92
4,17.5,9.91
4,17.75,9.91
4,18,9.9
4,18.25,9.9
4,18.5,9.89
4,18.75,9.89
4,19,9.88
4,19.25,9.88
4,19.5,9.87
4,19.75,9.87
4,20,9.86
4,20.25,9.86
4,20.5,9.85
4,20.75,9.85
4,21,9.84
4,21.25,9.84
4,21.5,9.83
4,21.75,9.83
4,22,9.82
4,22.25,9.82
4,22.5,9.81
4,22.75,9.8
4,23,9.8
4,23.25,9.79
4,23.5,9.79
4,23.75,9.78
4,24,9.77
4,24.25,9.77
4,24.5,9.76
4,24.75,9.76
4,25,9.75
4,25.25,9.74
4,25.5,9.74
4,25.75,9.73
4,26,9.72
4,26.25,9.72
4,26.5,9.71
4,26.75,9.7
4,27,9.7
4,27.25,9.69
4,27.5,9.68
4,27.75,9.68
4,28,9.67
4,28.25,9.66
4,28.5,9.66
4,28.75,9.65
4,29,9.64
4,29.25,9.64
4,29.5,9.63
4,29.75,9.62
4,30,9.62
4,30.25,9.61
4,30.5,9.6
4,30.75,9.59
4,31,9.59
4,31.25,9.58
4,31.5,9.57
4,31.75,9.57
4,32,9.56
4,32.25,9.55
4,32.5,9.55
4,32.75,9.54
4,33,9.53
4,33.25,9.52
4,33.5,9.52
4,33.75,9.51
4,34,9.5
4,34.25,9.5
4,34.5,9.49
4,34.75,9.48
4,35,9.47
4,35.25,9.47
4,35.5,9.46
4,35.75,9.45
4,36,9.44
4,36.25,9.44
4,36.5,9.43
4,36.75,9.42
4,37,9.42
4,37.25,9.41
4,37.5,9.4
4,37.75,9.39
4,38,9.39
4,38.25,9.38
4,38.5,9.37
4,38.75,9.37
4,39,9.36
4,39.25,9.35
4,39.5,9.35
4,39.75,9.34
4,40,9.33
4,40.25,9.33
4,40.5,9.32
4,40.75,9.31
4,41,9.31
4,41.25,9.3
4,41.5,9.3
4,41.75,9.29
4,42,9.28
4,42.25,9.28
4,42.5,9.27
4,42.75,9.27
4,43,9.26
4,43.25,9.26
4,43.5,9.25
4,43.75,9.25
4,44,9.24
4,44.25,9.24
4,44.5,9.23
4,44.75,9.23
4,45,9.23
4,45.25,9.22
4,45.5,9.22
4,45.75,9.21
4,46,9.21
4,46.25,9.2
4,46.5,9.2
4,46.75,9.2
4,47,9.19
4,47.25,9.19
4,47.5,9.18
4,47.75,9.18
4,48,9.18
4,48.25,9.17
4,48.5,9.17
4,48.75,9.17
4,49,9.16
