N,E,Z
4.25,0.5,10.02
4.25,0.75,10.02
4.25,1,10.02
4.25,1.25,10.02
4.25,1.5,10.02
4.25,1.75,10.01
4.25,2,10.01
4.25,2.25,10.01
4.25,2.5,10.01
4.25,2.75,10.01
4.25,3,10.01
4.25,3.25,10.01
4.25,3.5,10
4.25,3.75,10
4.25,4,10
4.25,4.25,10
4.25,4.5,10
4.25,4.75,10
4.25,5,10
4.25,5.25,10
4.25,5.5,9.99
4.25,5.75,9.99
4.25,6,9.99
4.25,6.25,9.99
4.25,6.5,9.99
4.25,6.75,9.99
4.25,7,9.99
4.25,7.25,9.99
4.25,7.5,9.99
4.25,7.75,9.98
4.25,8,9.98
4.25,8.25,9.98
4.25,8.5,9.98
4.25,8.75,9.98
4.25,9,9.98
4.25,9.25,9.98
4.25,9.5,9.98
4.25,9.75,9.98
4.25,10,9.98
4.25,10.25,9.98
4.25,10.5,9.98
4.25,10.75,9.97
4.25,11,9.97
4.25,11.25,9.97
4.25,11.5,9.97
4.25,11.75,9.97
4.25,12,9.97
4.25,12.25,9.97
4.25,12.5,9.97
4.25,12.75,9.97
4.25,13,9.97
4.25,13.25,9.96
4.25,13.5,9.96
4.25,13.75,9.96
4.25,14,9.96
4.25,14.25,9.96
4.25,14.5,9.95
4.25,14.75,9.95
4.25,15,9.95
4.25,15.25,9.95
4.25,15.5,9.94
4.25,15.75,9.94
4.25,16,9.93
4.25,16.25,9.93
4.25,16.5,9.93
4.25,16.75,9.92
4.25,17,9.92
4.25,17.25,9.91
4.25,17.5,9.91
4.25,17.75,9.9
4.25,18,9.9
4.25,18.25,9.9
4.25,18.5,9.89
4.25,18.75,9.89
4.25,19,9.88
4.25,19.25,9.88
4.25,19.5,9.87
4.25,19.75,9.87
4.25,20,9.86
4.25,20.25,9.86
4.25,20.5,9.85
4.25,20.75,9.85
4.25,21,9.84
4.25,21.25,9.84
4.25,21.5,9.83
4.25,21.75,9.83
4.25,22,9.82
4.25,22.25,9.81
4.25,22.5,9.81
4.25,22.75,9.8
4.25,23,9.8
4.25,23.25,9.79
4.25,23.5,9.78
4.25,23.75,9.78
4.25,24,9.77
4.25,24.25,9.77
4.25,24.5,9.76
4.25,24.75,9.75
4.25,25,9.75
4.25,25.25,9.74
4.25,25.5,9.73
4.25,25.75,9.73
4.25,26,9.72
4.25,26.25,9.72
4.25,26.5,9.71
4.25,26.75,9.7
4.25,27,9.7
4.25,27.25,9.69
4.25,27.5,9.68
4.25,27.75,9.68
4.25,28,9.67
4.25,28.25,9.66
4.25,28.5,9.66
4.25,28.75,9.65
4.25,29,9.64
4.25,29.25,9.64
4.25,29.5,9.63
4.25,29.75,9.62
4.25,30,9.61
4.25,30.25,9.61
4.25,30.5,9.6
4.25,30.75,9.59
4.25,31,9.59
4.25,31.25,9.58
4.25,31.5,9.57
4.25,31.75,9.57
4.25,32,9.56
4.25,32.25,9.55
4.25,32.5,9.55
4.25,32.75,9.54
4.25,33,9.53
4.25,33.25,9.52
4.25,33.5,9.52
4.25,33.75,9.51
4.25,34,9.5
4.25,34.25,9.5
4.25,34.5,9.49
4.25,34.75,9.48
4.25,35,9.47
4.25,35.25,9.47
4.25,35.5,9.46
4.25,35.75,9.45
4.25,36,9.45
4.25,36.25,9.44
4.25,36.5,9.43
4.25,36.75,9.42
4.25,37,9.42
4.25,37.25,9.41
4.25,37.5,9.4
4.25,37.75,9.4
4.25,38,9.39
4.25,38.25,9.38
4.25,38.5,9.38
4.25,38.75,9.37
4.25,39,9.36
4.25,39.25,9.35
4.25,39.5,9.35
4.25,39.75,9.34
4.25,40,9.33
4.25,40.25,9.33
4.25,40.5,9.32
4.25,40.75,9.32
4.25,41,9.31
4.25,41.25,9.3
4.25,41.5,9.3
4.25,41.75,9.29
4.25,42,9.29
4.25,42.25,9.28
4.25,42.5,9.28
4.25,42.75,9.27
4.25,43,9.27
4.25,43.25,9.26
4.25,43.5,9.26
4.25,43.75,9.25
4.25,44,9.25
4.25,44.25,9.24
4.25,44.5,9.24
4.25,44.75,9.23
4.25,45,9.23
4.25,45.25,9.22
4.25,45.5,9.22
4.25,45.75,9.21
4.25,46,9.21
4.25,46.25,9.21
4.25,46.5,9.2
4.25,46.75,9.2
4.25,47,9.19
4.25,47.25,9.19
4.25,47.5,9.19
4.25,47.75,9.18
4.25,48,9.18
4.25,48.25,9.17
4.25,48.5,9.17
4.25,48.75,9.17
4.25,49,9.16
4.25,49.25,9.16
4.25,49.5,9.16
4.25,49.75,9.15
4.25,50,9.15
4.25,50.25,9.15
4.25,50.5,9.15
