N,E,Z
11,-0.75,10.02
11,-0.5,10.02
11,-0.25,10.02
11,0,10.02
11,0.25,10.02
11,0.5,10.02
11,0.75,10.02
11,1,10.02
11,1.25,10.02
11,1.5,10.02
11,1.75,10.01
11,2,10.01
11,2.25,10.01
11,2.5,10.01
11,2.75,10.01
11,3,10.01
11,3.25,10.01
11,3.5,10.01
11,3.75,10.01
11,4,10.01
11,4.25,10
11,4.5,10
11,4.75,10
11,5,10
11,5.25,10
11,5.5,10
11,5.75,10
11,6,10
11,6.25,9.99
11,6.5,9.99
11,6.75,9.99
11,7,9.99
11,7.25,9.99
11,7.5,9.99
11,7.75,9.99
11,8,9.98
11,8.25,9.98
11,8.5,9.98
11,8.75,9.98
11,9,9.98
11,9.25,9.97
11,9.5,9.97
11,9.75,9.97
11,10,9.97
11,10.25,9.97
11,10.5,9.96
11,10.75,9.96
11,11,9.96
11,11.25,9.96
11,11.5,9.96
11,11.75,9.95
11,12,9.95
11,12.25,9.95
11,12.5,9.95
11,12.75,9.95
11,13,9.94
11,13.25,9.94
11,13.5,9.94
11,13.75,9.94
11,14,9.93
11,14.25,9.93
11,14.5,9.93
11,14.75,9.93
11,15,9.92
11,15.25,9.92
11,15.5,9.92
11,15.75,9.92
11,16,9.91
11,16.25,9.91
11,16.5,9.91
11,16.75,9.9
11,17,9.9
11,17.25,9.9
11,17.5,9.89
11,17.75,9.89
11,18,9.89
11,18.25,9.88
11,18.5,9.88
11,18.75,9.87
11,19,9.87
11,19.25,9.87
11,19.5,9.86
11,19.75,9.86
11,20,9.85
11,20.25,9.85
11,20.5,9.84
11,20.75,9.84
11,21,9.83
11,21.25,9.83
11,21.5,9.82
11,21.75,9.81
11,22,9.81
11,22.25,9.8
11,22.5,9.8
11,22.75,9.79
11,23,9.79
11,23.25,9.78
11,23.5,9.77
11,23.75,9.77
11,24,9.76
11,24.25,9.76
11,24.5,9.75
11,24.75,9.74
11,25,9.74
11,25.25,9.73
11,25.5,9.73
11,25.75,9.72
11,26,9.72
11,26.25,9.71
11,26.5,9.7
11,26.75,9.7
11,27,9.69
11,27.25,9.69
11,27.5,9.68
11,27.75,9.67
11,28,9.67
11,28.25,9.66
11,28.5,9.65
11,28.75,9.65
11,29,9.64
11,29.25,9.64
11,29.5,9.63
11,29.75,9.62
11,30,9.62
11,30.25,9.61
11,30.5,9.6
11,30.75,9.6
11,31,9.59
11,31.25,9.58
11,31.5,9.58
11,31.75,9.57
11,32,9.56
11,32.25,9.56
11,32.5,9.55
11,32.75,9.55
11,33,9.54
11,33.25,9.53
11,33.5,9.53
11,33.75,9.52
11,34,9.51
11,34.25,9.51
11,34.5,9.5
11,34.75,9.49
11,35,9.49
11,35.25,9.48
11,35.5,9.47
11,35.75,9.47
11,36,9.46
11,36.25,9.46
11,36.5,9.45
11,36.75,9.44
11,37,9.44
11,37.25,9.43
11,37.5,9.42
11,37.75,9.42
11,38,9.41
11,38.25,9.41
11,38.5,9.4
11,38.75,9.39
11,39,9.39
11,39.25,9.38
11,39.5,9.38
11,39.75,9.37
11,40,9.36
11,40.25,9.36
11,40.5,9.35
11,40.75,9.35
11,41,9.34
11,41.25,9.34
11,41.5,9.33
11,41.75,9.32
11,42,9.32
11,42.25,9.31
11,42.5,9.31
11,42.75,9.3
11,43,9.3
11,43.25,9.29
11,43.5,9.29
11,43.75,9.28
11,44,9.28
11,44.25,9.27
11,44.5,9.27
11,44.75,9.26
11,45,9.26
11,45.25,9.25
11,45.5,9.25
11,45.75,9.24
11,46,9.24
11,46.25,9.23
11,46.5,9.23
11,46.75,9.22
11,47,9.22
11,47.25,9.22
11,47.5,9.21
11,47.75,9.21
11,48,9.2
11,48.25,9.2
