N,E,Z
0.75,0.75,10.03
0.75,1,10.03
0.75,1.25,10.03
0.75,1.5,10.02
0.75,1.75,10.02
0.75,2,10.02
0.75,2.25,10.02
0.75,2.5,10.02
0.75,2.75,10.02
0.75,3,10.02
0.75,3.25,10.02
0.75,3.5,10.02
0.75,3.75,10.02
0.75,4,10.01
0.75,4.25,10.01
0.75,4.5,10.01
0.75,4.75,10.01
0.75,5,10.01
0.75,5.25,10.01
0.75,5.5,10.01
0.75,5.75,10.01
0.75,6,10.01
0.75,6.25,10.01
0.75,6.5,10.01
0.75,6.75,10.01
0.75,7,10.01
0.75,7.25,10.01
0.75,7.5,10.01
0.75,7.75,10.01
0.75,8,10.01
0.75,8.25,10.01
0.75,8.5,10.01
0.75,8.75,10.01
0.75,9,10.01
0.75,9.25,10.01
0.75,9.5,10
0.75,9.75,10
0.75,10,10
0.75,10.25,10
0.75,10.5,10
0.75,10.75,10
0.75,11,10
0.75,11.25,10
0.75,11.5,9.99
0.75,11.75,9.99
0.75,12,9.99
0.75,12.25,9.99
0.75,12.5,9.99
0.75,12.75,9.99
0.75,13,9.99
0.75,13.25,9.99
0.75,13.5,9.98
0.75,13.75,9.98
0.75,14,9.98
0.75,14.25,9.98
0.75,14.5,9.98
0.75,14.75,9.98
0.75,15,9.97
0.75,15.25,9.97
0.75,15.5,9.97
0.75,15.75,9.96
0.75,16,9.96
0.75,16.25,9.96
0.75,16.5,9.95
0.75,16.75,9.95
0.75,17,9.95
0.75,17.25,9.94
0.75,17.5,9.94
0.75,17.75,9.93
0.75,18,9.93
0.75,18.25,9.93
0.75,18.5,9.92
0.75,18.75,9.92
0.75,19,9.92
0.75,19.25,9.91
0.75,19.5,9.91
0.75,19.75,9.91
0.75,20,9.9
0.75,20.25,9.9
0.75,20.5,9.89
0.75,20.75,9.88
0.75,21,9.88
0.75,21.25,9.87
0.75,21.5,9.87
0.75,21.75,9.86
0.75,22,9.86
0.75,22.25,9.85
0.75,22.5,9.84
0.75,22.75,9.84
0.75,23,9.83
0.75,23.25,9.83
0.75,23.5,9.82
0.75,23.75,9.82
0.75,24,9.81
0.75,24.25,9.8
0.75,24.5,9.79
0.75,24.75,9.78
0.75,25,9.78
0.75,25.25,9.77
0.75,25.5,9.76
0.75,25.75,9.75
0.75,26,9.75
0.75,26.25,9.74
0.75,26.5,9.73
0.75,26.75,9.72
0.75,27,9.72
0.75,27.25,9.71
0.75,27.5,9.7
0.75,27.75,9.69
0.75,28,9.69
0.75,28.25,9.68
0.75,28.5,9.67
0.75,28.75,9.66
0.75,29,9.66
0.75,29.25,9.65
0.75,29.5,9.64
0.75,29.75,9.64
0.75,30,9.63
0.75,30.25,9.62
0.75,30.5,9.61
0.75,30.75,9.61
0.75,31,9.6
0.75,31.25,9.59
0.75,31.5,9.58
0.75,31.75,9.57
0.75,32,9.57
0.75,32.25,9.56
0.75,32.5,9.55
0.75,32.75,9.54
0.75,33,9.53
0.75,33.25,9.53
0.75,33.5,9.52
0.75,33.75,9.51
0.75,34,9.5
0.75,34.25,9.49
0.75,34.5,9.49
0.75,34.75,9.48
0.75,35,9.47
0.75,35.25,9.46
0.75,35.5,9.45
0.75,35.75,9.45
0.75,36,9.44
0.75,36.25,9.43
0.75,36.5,9.42
0.75,36.75,9.41
0.75,37,9.41
0.75,37.25,9.4
0.75,37.5,9.39
0.75,37.75,9.38
0.75,38,9.38
0.75,38.25,9.37
0.75,38.5,9.36
0.75,38.75,9.35
0.75,39,9.35
0.75,39.25,9.34
0.75,39.5,9.33
0.75,39.75,9.32
0.75,40,9.31
0.75,40.25,9.31
0.75,40.5,9.3
0.75,40.75,9.29
0.75,41,9.28
0.75,41.25,9.28
0.75,41.5,9.27
0.75,41.75,9.26
0.75,42,9.26
0.75,42.25,9.25
0.75,42.5,9.24
0.75,42.75,9.24
0.75,43,9.24
0.75,43.25,9.23
0.75,43.5,9.23
0.75,43.75,9.22
0.75,44,9.22
0.75,44.25,9.22
0.75,44.5,9.21
0.75,44.75,9.21
0.75,45,9.2
0.75,45.25,9.2
0.75,45.5,9.19
0.75,45.75,9.19
0.75,46,9.19
0.75,46.25,9.18
0.75,46.5,9.18
0.75,46.75,9.17
0.75,47,9.17
0.75,47.25,9.16
0.75,47.5,9.16
0.75,47.75,9.15
0.75,48,9.15
0.75,48.25,9.15
0.75,48.5,9.14
0.75,48.75,9.14
0.75,49,9.13
0.75,49.25,9.13
0.75,49.5,9.12
0.75,49.75,9.12
