N,E,Z
13,-1.25,10.04
13,-1,10.04
13,-0.75,10.04
13,-0.5,10.04
13,-0.25,10.04
13,0,10.04
13,0.25,10.03
13,0.5,10.03
13,0.75,10.03
13,1,10.03
13,1.25,10.03
13,1.5,10.03
13,1.75,10.03
13,2,10.03
13,2.25,10.02
13,2.5,10.02
13,2.75,10.02
13,3,10.02
13,3.25,10.02
13,3.5,10.02
13,3.75,10.02
13,4,10.02
13,4.25,10.02
13,4.5,10.02
13,4.75,10.02
13,5,10.02
13,5.25,10.02
13,5.5,10.01
13,5.75,10.01
13,6,10.01
13,6.25,10.01
13,6.5,10.01
13,6.75,10.01
13,7,10.01
13,7.25,10.01
13,7.5,10.01
13,7.75,10.01
13,8,10
13,8.25,10
13,8.5,10
13,8.75,10
13,9,9.99
13,9.25,9.99
13,9.5,9.99
13,9.75,9.99
13,10,9.98
13,10.25,9.98
13,10.5,9.98
13,10.75,9.98
13,11,9.97
13,11.25,9.97
13,11.5,9.97
13,11.75,9.97
13,12,9.96
13,12.25,9.96
13,12.5,9.96
13,12.75,9.96
13,13,9.95
13,13.25,9.95
13,13.5,9.95
13,13.75,9.95
13,14,9.94
13,14.25,9.94
13,14.5,9.94
13,14.75,9.94
13,15,9.94
13,15.25,9.93
13,15.5,9.93
13,15.75,9.93
13,16,9.93
13,16.25,9.92
13,16.5,9.92
13,16.75,9.92
13,17,9.92
13,17.25,9.91
13,17.5,9.91
13,17.75,9.91
13,18,9.91
13,18.25,9.9
13,18.5,9.9
13,18.75,9.9
13,19,9.89
13,19.25,9.89
13,19.5,9.88
13,19.75,9.88
13,20,9.87
13,20.25,9.87
13,20.5,9.86
13,20.75,9.85
13,21,9.85
13,21.25,9.84
13,21.5,9.84
13,21.75,9.83
13,22,9.82
13,22.25,9.82
13,22.5,9.81
13,22.75,9.81
13,23,9.8
13,23.25,9.79
13,23.5,9.79
13,23.75,9.78
13,24,9.78
13,24.25,9.77
13,24.5,9.76
13,24.75,9.76
13,25,9.75
13,25.25,9.75
13,25.5,9.74
13,25.75,9.73
13,26,9.73
13,26.25,9.72
13,26.5,9.71
13,26.75,9.71
13,27,9.7
13,27.25,9.7
13,27.5,9.69
13,27.75,9.68
13,28,9.68
13,28.25,9.67
13,28.5,9.66
13,28.75,9.66
13,29,9.65
13,29.25,9.64
13,29.5,9.64
13,29.75,9.63
13,30,9.62
13,30.25,9.62
13,30.5,9.61
13,30.75,9.61
13,31,9.6
13,31.25,9.59
13,31.5,9.59
13,31.75,9.58
13,32,9.57
13,32.25,9.57
13,32.5,9.56
13,32.75,9.55
13,33,9.55
13,33.25,9.54
13,33.5,9.53
13,33.75,9.53
13,34,9.52
13,34.25,9.51
13,34.5,9.51
13,34.75,9.5
13,35,9.49
13,35.25,9.49
13,35.5,9.48
13,35.75,9.47
13,36,9.47
13,36.25,9.46
13,36.5,9.45
13,36.75,9.45
13,37,9.44
13,37.25,9.43
13,37.5,9.43
13,37.75,9.42
13,38,9.42
13,38.25,9.41
13,38.5,9.4
13,38.75,9.4
13,39,9.39
13,39.25,9.39
13,39.5,9.38
13,39.75,9.37
13,40,9.37
13,40.25,9.36
13,40.5,9.36
13,40.75,9.35
13,41,9.34
13,41.25,9.34
13,41.5,9.33
13,41.75,9.33
13,42,9.32
13,42.25,9.32
13,42.5,9.31
13,42.75,9.3
13,43,9.3
13,43.25,9.29
13,43.5,9.29
13,43.75,9.28
13,44,9.28
13,44.25,9.27
13,44.5,9.27
13,44.75,9.26
13,45,9.26
13,45.25,9.25
13,45.5,9.25
13,45.75,9.24
13,46,9.24
13,46.25,9.23
13,46.5,9.23
13,46.75,9.22
13,47,9.22
13,47.25,9.21
13,47.5,9.21
13,47.75,9.2
13,48,9.2
