N,E,Z
18.25,0.75,10.06
18.25,1,10.05
18.25,1.25,10.05
18.25,1.5,10.05
18.25,1.75,10.05
18.25,2,10.05
18.25,2.25,10.05
18.25,2.5,10.05
18.25,2.75,10.05
18.25,3,10.05
18.25,3.25,10.05
18.25,3.5,10.05
18.25,3.75,10.05
18.25,4,10.05
18.25,4.25,10.05
18.25,4.5,10.05
18.25,4.75,10.05
18.25,5,10.05
18.25,5.25,10.05
18.25,5.5,10.05
18.25,5.75,10.04
18.25,6,10.04
18.25,6.25,10.04
18.25,6.5,10.04
18.25,6.75,10.04
18.25,7,10.04
18.25,7.25,10.04
18.25,7.5,10.04
18.25,7.75,10.03
18.25,8,10.03
18.25,8.25,10.03
18.25,8.5,10.03
18.25,8.75,10.03
18.25,9,10.02
18.25,9.25,10.02
18.25,9.5,10.02
18.25,9.75,10.02
18.25,10,10.02
18.25,10.25,10.01
18.25,10.5,10.01
18.25,10.75,10.01
18.25,11,10.01
18.25,11.25,10
18.25,11.5,10
18.25,11.75,10
18.25,12,10
18.25,12.25,9.99
18.25,12.5,9.99
18.25,12.75,9.99
18.25,13,9.99
18.25,13.25,9.98
18.25,13.5,9.98
18.25,13.75,9.98
18.25,14,9.98
18.25,14.25,9.97
18.25,14.5,9.97
18.25,14.75,9.97
18.25,15,9.97
18.25,15.25,9.96
18.25,15.5,9.96
18.25,15.75,9.96
18.25,16,9.96
18.25,16.25,9.95
18.25,16.5,9.95
18.25,16.75,9.95
18.25,17,9.95
18.25,17.25,9.94
18.25,17.5,9.94
18.25,17.75,9.94
18.25,18,9.94
18.25,18.25,9.93
18.25,18.5,9.93
18.25,18.75,9.92
18.25,19,9.92
18.25,19.25,9.91
18.25,19.5,9.91
18.25,19.75,9.9
18.25,20,9.9
18.25,20.25,9.89
18.25,20.5,9.89
18.25,20.75,9.88
18.25,21,9.87
18.25,21.25,9.87
18.25,21.5,9.86
18.25,21.75,9.86
18.25,22,9.85
18.25,22.25,9.84
18.25,22.5,9.84
18.25,22.75,9.83
18.25,23,9.82
18.25,23.25,9.82
18.25,23.5,9.81
18.25,23.75,9.81
18.25,24,9.8
18.25,24.25,9.8
18.25,24.5,9.79
18.25,24.75,9.78
18.25,25,9.78
18.25,25.25,9.77
18.25,25.5,9.77
18.25,25.75,9.76
18.25,26,9.75
18.25,26.25,9.75
18.25,26.5,9.74
18.25,26.75,9.74
18.25,27,9.73
18.25,27.25,9.72
18.25,27.5,9.72
18.25,27.75,9.71
18.25,28,9.7
18.25,28.25,9.69
18.25,28.5,9.69
18.25,28.75,9.68
18.25,29,9.67
18.25,29.25,9.66
18.25,29.5,9.66
18.25,29.75,9.65
18.25,30,9.64
18.25,30.25,9.63
18.25,30.5,9.63
18.25,30.75,9.62
18.25,31,9.61
18.25,31.25,9.61
18.25,31.5,9.6
18.25,31.75,9.59
18.25,32,9.59
18.25,32.25,9.58
18.25,32.5,9.57
18.25,32.75,9.57
18.25,33,9.56
18.25,33.25,9.55
18.25,33.5,9.54
18.25,33.75,9.53
18.25,34,9.53
18.25,34.25,9.52
18.25,34.5,9.51
18.25,34.75,9.51
18.25,35,9.5
18.25,35.25,9.49
18.25,35.5,9.49
18.25,35.75,9.48
18.25,36,9.47
18.25,36.25,9.46
18.25,36.5,9.46
18.25,36.75,9.45
18.25,37,9.44
18.25,37.25,9.44
18.25,37.5,9.43
18.25,37.75,9.42
18.25,38,9.42
18.25,38.25,9.41
18.25,38.5,9.4
18.25,38.75,9.4
18.25,39,9.39
18.25,39.25,9.39
18.25,39.5,9.38
18.25,39.75,9.37
18.25,40,9.37
18.25,40.25,9.36
18.25,40.5,9.36
18.25,40.75,9.35
18.25,41,9.34
18.25,41.25,9.34
18.25,41.5,9.33
18.25,41.75,9.33
18.25,42,9.32
18.25,42.25,9.31
18.25,42.5,9.31
18.25,42.75,9.3
18.25,43,9.3
18.25,43.25,9.29
18.25,43.5,9.28
18.25,43.75,9.28
18.25,44,9.27
18.25,44.25,9.27
18.25,44.5,9.26
18.25,44.75,9.25
18.25,45,9.25
18.25,45.25,9.24
18.25,45.5,9.24
18.25,45.75,9.23
18.25,46,9.23
18.25,46.25,9.22
18.25,46.5,9.21
18.25,46.75,9.21
18.25,47,9.2
18.25,47.25,9.2
18.25,47.5,9.19
18.25,47.75,9.19
18.25,48,9.18
18.25,48.25,9.18
18.25,48.5,9.17
18.25,48.75,9.17
18.25,49,9.16
18.25,49.25,9.16
18.25,49.5,9.15
18.25,49.75,9.15
