N,E,Z
7,-0.25,10.02
7,0,10.02
7,0.25,10.02
7,0.5,10.02
7,0.75,10.02
7,1,10.01
7,1.25,10.01
7,1.5,10.01
7,1.75,10.01
7,2,10.01
7,2.25,10.01
7,2.5,10.01
7,2.75,10
7,3,10
7,3.25,10
7,3.5,10
7,3.75,10
7,4,10
7,4.25,9.99
7,4.5,9.99
7,4.75,9.99
7,5,9.99
7,5.25,9.99
7,5.5,9.99
7,5.75,9.99
7,6,9.98
7,6.25,9.98
7,6.5,9.98
7,6.75,9.98
7,7,9.98
7,7.25,9.98
7,7.5,9.98
7,7.75,9.97
7,8,9.97
7,8.25,9.97
7,8.5,9.97
7,8.75,9.97
7,9,9.97
7,9.25,9.97
7,9.5,9.97
7,9.75,9.97
7,10,9.96
7,10.25,9.96
7,10.5,9.96
7,10.75,9.96
7,11,9.96
7,11.25,9.96
7,11.5,9.96
7,11.75,9.96
7,12,9.96
7,12.25,9.96
7,12.5,9.96
7,12.75,9.96
7,13,9.96
7,13.25,9.96
7,13.5,9.96
7,13.75,9.96
7,14,9.96
7,14.25,9.96
7,14.5,9.96
7,14.75,9.95
7,15,9.95
7,15.25,9.94
7,15.5,9.93
7,15.75,9.93
7,16,9.92
7,16.25,9.92
7,16.5,9.91
7,16.75,9.91
7,17,9.9
7,17.25,9.9
7,17.5,9.89
7,17.75,9.89
7,18,9.88
7,18.25,9.88
7,18.5,9.87
7,18.75,9.87
7,19,9.86
7,19.25,9.86
7,19.5,9.85
7,19.75,9.85
7,20,9.84
7,20.25,9.84
7,20.5,9.83
7,20.75,9.83
7,21,9.82
7,21.25,9.82
7,21.5,9.81
7,21.75,9.81
7,22,9.8
7,22.25,9.8
7,22.5,9.79
7,22.75,9.79
7,23,9.78
7,23.25,9.77
7,23.5,9.77
7,23.75,9.76
7,24,9.76
7,24.25,9.75
7,24.5,9.75
7,24.75,9.74
7,25,9.73
7,25.25,9.73
7,25.5,9.72
7,25.75,9.72
7,26,9.71
7,26.25,9.7
7,26.5,9.7
7,26.75,9.69
7,27,9.69
7,27.25,9.68
7,27.5,9.67
7,27.75,9.67
7,28,9.66
7,28.25,9.65
7,28.5,9.65
7,28.75,9.64
7,29,9.64
7,29.25,9.63
7,29.5,9.62
7,29.75,9.62
7,30,9.61
7,30.25,9.6
7,30.5,9.6
7,30.75,9.59
7,31,9.58
7,31.25,9.58
7,31.5,9.57
7,31.75,9.56
7,32,9.56
7,32.25,9.55
7,32.5,9.54
7,32.75,9.54
7,33,9.53
7,33.25,9.52
7,33.5,9.52
7,33.75,9.51
7,34,9.5
7,34.25,9.5
7,34.5,9.49
7,34.75,9.48
7,35,9.48
7,35.25,9.47
7,35.5,9.47
7,35.75,9.46
7,36,9.45
7,36.25,9.45
7,36.5,9.44
7,36.75,9.43
7,37,9.43
7,37.25,9.42
7,37.5,9.41
7,37.75,9.41
7,38,9.4
7,38.25,9.39
7,38.5,9.39
7,38.75,9.38
7,39,9.37
7,39.25,9.37
7,39.5,9.36
7,39.75,9.36
7,40,9.35
7,40.25,9.34
7,40.5,9.34
7,40.75,9.33
7,41,9.33
7,41.25,9.32
7,41.5,9.32
7,41.75,9.31
7,42,9.3
7,42.25,9.3
7,42.5,9.29
7,42.75,9.29
7,43,9.28
7,43.25,9.28
7,43.5,9.27
7,43.75,9.27
7,44,9.26
7,44.25,9.26
7,44.5,9.25
7,44.75,9.25
7,45,9.24
7,45.25,9.24
7,45.5,9.24
7,45.75,9.23
7,46,9.23
7,46.25,9.22
7,46.5,9.22
7,46.75,9.21
7,47,9.21
7,47.25,9.21
7,47.5,9.2
7,47.75,9.2
7,48,9.19
7,48.25,9.19
7,48.5,9.19
7,48.75,9.18
7,49,9.18
7,49.25,9.18
