N,E,Z
23.75,0.75,10.1
23.75,1,10.1
23.75,1.25,10.09
23.75,1.5,10.09
23.75,1.75,10.09
23.75,2,10.09
23.75,2.25,10.09
23.75,2.5,10.09
23.75,2.75,10.09
23.75,3,10.09
23.75,3.25,10.09
23.75,3.5,10.08
23.75,3.75,10.08
23.75,4,10.08
23.75,4.25,10.08
23.75,4.5,10.08
23.75,4.75,10.08
23.75,5,10.08
23.75,5.25,10.07
23.75,5.5,10.07
23.75,5.75,10.07
23.75,6,10.07
23.75,6.25,10.07
23.75,6.5,10.07
23.75,6.75,10.06
23.75,7,10.06
23.75,7.25,10.06
23.75,7.5,10.06
23.75,7.75,10.06
23.75,8,10.05
23.75,8.25,10.05
23.75,8.5,10.05
23.75,8.75,10.05
23.75,9,10.04
23.75,9.25,10.04
23.75,9.5,10.04
23.75,9.75,10.04
23.75,10,10.03
23.75,10.25,10.03
23.75,10.5,10.03
23.75,10.75,10.03
23.75,11,10.02
23.75,11.25,10.02
23.75,11.5,10.02
23.75,11.75,10.02
23.75,12,10.01
23.75,12.25,10.01
23.75,12.5,10.01
23.75,12.75,10.01
23.75,13,10
23.75,13.25,10
23.75,13.5,10
23.75,13.75,9.99
23.75,14,9.99
23.75,14.25,9.99
23.75,14.5,9.98
23.75,14.75,9.98
23.75,15,9.98
23.75,15.25,9.97
23.75,15.5,9.97
23.75,15.75,9.96
23.75,16,9.96
23.75,16.25,9.96
23.75,16.5,9.95
23.75,16.75,9.95
23.75,17,9.94
23.75,17.25,9.94
23.75,17.5,9.94
23.75,17.75,9.93
23.75,18,9.93
23.75,18.25,9.92
23.75,18.5,9.92
23.75,18.75,9.91
23.75,19,9.91
23.75,19.25,9.9
23.75,19.5,9.9
23.75,19.75,9.9
23.75,20,9.89
23.75,20.25,9.88
23.75,20.5,9.88
23.75,20.75,9.87
23.75,21,9.87
23.75,21.25,9.86
23.75,21.5,9.86
23.75,21.75,9.85
23.75,22,9.84
23.75,22.25,9.84
23.75,22.5,9.83
23.75,22.75,9.83
23.75,23,9.82
23.75,23.25,9.81
23.75,23.5,9.81
23.75,23.75,9.8
23.75,24,9.79
23.75,24.25,9.79
23.75,24.5,9.78
23.75,24.75,9.77
23.75,25,9.77
23.75,25.25,9.76
23.75,25.5,9.75
23.75,25.75,9.75
23.75,26,9.74
23.75,26.25,9.73
23.75,26.5,9.73
23.75,26.75,9.72
23.75,27,9.71
23.75,27.25,9.71
23.75,27.5,9.7
23.75,27.75,9.69
23.75,28,9.69
23.75,28.25,9.68
23.75,28.5,9.67
23.75,28.75,9.67
23.75,29,9.66
23.75,29.25,9.65
23.75,29.5,9.64
23.75,29.75,9.64
23.75,30,9.63
23.75,30.25,9.62
23.75,30.5,9.62
23.75,30.75,9.61
23.75,31,9.6
23.75,31.25,9.59
23.75,31.5,9.59
23.75,31.75,9.58
23.75,32,9.57
23.75,32.25,9.57
23.75,32.5,9.56
23.75,32.75,9.55
23.75,33,9.54
23.75,33.25,9.54
23.75,33.5,9.53
23.75,33.75,9.52
23.75,34,9.52
23.75,34.25,9.51
23.75,34.5,9.5
23.75,34.75,9.5
23.75,35,9.49
23.75,35.25,9.48
23.75,35.5,9.47
23.75,35.75,9.47
23.75,36,9.46
23.75,36.25,9.45
23.75,36.5,9.45
23.75,36.75,9.44
23.75,37,9.43
23.75,37.25,9.43
23.75,37.5,9.42
23.75,37.75,9.41
23.75,38,9.41
23.75,38.25,9.4
23.75,38.5,9.39
23.75,38.75,9.39
23.75,39,9.38
23.75,39.25,9.37
23.75,39.5,9.37
23.75,39.75,9.36
23.75,40,9.36
23.75,40.25,9.35
23.75,40.5,9.34
23.75,40.75,9.34
23.75,41,9.33
23.75,41.25,9.33
23.75,41.5,9.32
23.75,41.75,9.31
23.75,42,9.31
23.75,42.25,9.3
23.75,42.5,9.3
23.75,42.75,9.29
23.75,43,9.28
23.75,43.25,9.28
23.75,43.5,9.27
23.75,43.75,9.27
23.75,44,9.26
23.75,44.25,9.25
23.75,44.5,9.25
23.75,44.75,9.24
23.75,45,9.24
23.75,45.25,9.23
23.75,45.5,9.22
23.75,45.75,9.22
23.75,46,9.21
23.75,46.25,9.21
23.75,46.5,9.2
23.75,46.75,9.2
23.75,47,9.19
23.75,47.25,9.18
23.75,47.5,9.18
23.75,47.75,9.17
23.75,48,9.17
23.75,48.25,9.16
23.75,48.5,9.16
23.75,48.75,9.15
23.75,49,9.15
23.75,49.25,9.14
23.75,49.5,9.14
23.75,49.75,9.13
