N,E,Z
2.25,0.75,10.02
2.25,1,10.02
2.25,1.25,10.02
2.25,1.5,10.02
2.25,1.75,10.02
2.25,2,10.02
2.25,2.25,10.02
2.25,2.5,10.02
2.25,2.75,10.01
2.25,3,10.01
2.25,3.25,10.01
2.25,3.5,10.01
2.25,3.75,10.01
2.25,4,10.01
2.25,4.25,10.01
2.25,4.5,10.01
2.25,4.75,10.01
2.25,5,10.01
2.25,5.25,10
2.25,5.5,10
2.25,5.75,10
2.25,6,10
2.25,6.25,10
2.25,6.5,10
2.25,6.75,10
2.25,7,10
2.25,7.25,10
2.25,7.5,10
2.25,7.75,10
2.25,8,10
2.25,8.25,10
2.25,8.5,10
2.25,8.75,9.99
2.25,9,9.99
2.25,9.25,9.99
2.25,9.5,9.99
2.25,9.75,9.99
2.25,10,9.99
2.25,10.25,9.99
2.25,10.5,9.99
2.25,10.75,9.99
2.25,11,9.99
2.25,11.25,9.99
2.25,11.5,9.99
2.25,11.75,9.98
2.25,12,9.98
2.25,12.25,9.98
2.25,12.5,9.98
2.25,12.75,9.98
2.25,13,9.98
2.25,13.25,9.98
2.25,13.5,9.97
2.25,13.75,9.97
2.25,14,9.97
2.25,14.25,9.97
2.25,14.5,9.97
2.25,14.75,9.96
2.25,15,9.96
2.25,15.25,9.96
2.25,15.5,9.95
2.25,15.75,9.95
2.25,16,9.95
2.25,16.25,9.94
2.25,16.5,9.94
2.25,16.75,9.94
2.25,17,9.93
2.25,17.25,9.93
2.25,17.5,9.93
2.25,17.75,9.92
2.25,18,9.92
2.25,18.25,9.91
2.25,18.5,9.91
2.25,18.75,9.91
2.25,19,9.9
2.25,19.25,9.9
2.25,19.5,9.89
2.25,19.75,9.89
2.25,20,9.88
2.25,20.25,9.88
2.25,20.5,9.87
2.25,20.75,9.87
2.25,21,9.86
2.25,21.25,9.86
2.25,21.5,9.85
2.25,21.75,9.85
2.25,22,9.84
2.25,22.25,9.83
2.25,22.5,9.83
2.25,22.75,9.82
2.25,23,9.82
2.25,23.25,9.81
2.25,23.5,9.8
2.25,23.75,9.8
2.25,24,9.79
2.25,24.25,9.78
2.25,24.5,9.78
2.25,24.75,9.77
2.25,25,9.76
2.25,25.25,9.76
2.25,25.5,9.75
2.25,25.75,9.74
2.25,26,9.74
2.25,26.25,9.73
2.25,26.5,9.72
2.25,26.75,9.71
2.25,27,9.71
2.25,27.25,9.7
2.25,27.5,9.69
2.25,27.75,9.69
2.25,28,9.68
2.25,28.25,9.67
2.25,28.5,9.66
2.25,28.75,9.66
2.25,29,9.65
2.25,29.25,9.64
2.25,29.5,9.64
2.25,29.75,9.63
2.25,30,9.62
2.25,30.25,9.61
2.25,30.5,9.61
2.25,30.75,9.6
2.25,31,9.59
2.25,31.25,9.59
2.25,31.5,9.58
2.25,31.75,9.57
2.25,32,9.56
2.25,32.25,9.56
2.25,32.5,9.55
2.25,32.75,9.54
2.25,33,9.53
2.25,33.25,9.52
2.25,33.5,9.52
2.25,33.75,9.51
2.25,34,9.5
2.25,34.25,9.49
2.25,34.5,9.49
2.25,34.75,9.48
2.25,35,9.47
2.25,35.25,9.46
2.25,35.5,9.46
2.25,35.75,9.45
2.25,36,9.44
2.25,36.25,9.43
2.25,36.5,9.43
2.25,36.75,9.42
2.25,37,9.41
2.25,37.25,9.4
2.25,37.5,9.4
2.25,37.75,9.39
2.25,38,9.38
2.25,38.25,9.37
2.25,38.5,9.37
2.25,38.75,9.36
2.25,39,9.35
2.25,39.25,9.34
2.25,39.5,9.34
2.25,39.75,9.33
2.25,40,9.32
2.25,40.25,9.32
2.25,40.5,9.31
2.25,40.75,9.3
2.25,41,9.3
2.25,41.25,9.29
2.25,41.5,9.28
2.25,41.75,9.28
2.25,42,9.27
2.25,42.25,9.26
2.25,42.5,9.26
2.25,42.75,9.25
2.25,43,9.25
2.25,43.25,9.24
2.25,43.5,9.24
2.25,43.75,9.23
2.25,44,9.23
2.25,44.25,9.23
2.25,44.5,9.22
2.25,44.75,9.22
2.25,45,9.21
2.25,45.25,9.21
2.25,45.5,9.2
2.25,45.75,9.2
2.25,46,9.19
2.25,46.25,9.19
2.25,46.5,9.19
2.25,46.75,9.18
2.25,47,9.18
2.25,47.25,9.17
2.25,47.5,9.17
2.25,47.75,9.17
2.25,48,9.16
2.25,48.25,9.16
2.25,48.5,9.15
2.25,48.75,9.15
2.25,49,9.15
2.25,49.25,9.14
2.25,49.5,9.14
2.25,49.75,9.14
2.25,50,9.14
2.25,50.25,9.13
