N,E,Z
4.75,0.75,10.02
4.75,1,10.02
4.75,1.25,10.02
4.75,1.5,10.02
4.75,1.75,10.01
4.75,2,10.01
4.75,2.25,10.01
4.75,2.5,10.01
4.75,2.75,10.01
4.75,3,10.01
4.75,3.25,10
4.75,3.5,10
4.75,3.75,10
4.75,4,10
4.75,4.25,10
4.75,4.5,10
4.75,4.75,10
4.75,5,10
4.75,5.25,9.99
4.75,5.5,9.99
4.75,5.75,9.99
4.75,6,9.99
4.75,6.25,9.99
4.75,6.5,9.99
4.75,6.75,9.99
4.75,7,9.99
4.75,7.25,9.98
4.75,7.5,9.98
4.75,7.75,9.98
4.75,8,9.98
4.75,8.25,9.98
4.75,8.5,9.98
4.75,8.75,9.98
4.75,9,9.98
4.75,9.25,9.98
4.75,9.5,9.98
4.75,9.75,9.98
4.75,10,9.97
4.75,10.25,9.97
4.75,10.5,9.97
4.75,10.75,9.97
4.75,11,9.97
4.75,11.25,9.97
4.75,11.5,9.97
4.75,11.75,9.97
4.75,12,9.97
4.75,12.25,9.97
4.75,12.5,9.97
4.75,12.75,9.97
4.75,13,9.96
4.75,13.25,9.96
4.75,13.5,9.96
4.75,13.75,9.96
4.75,14,9.96
4.75,14.25,9.96
4.75,14.5,9.95
4.75,14.75,9.95
4.75,15,9.95
4.75,15.25,9.94
4.75,15.5,9.94
4.75,15.75,9.94
4.75,16,9.93
4.75,16.25,9.93
4.75,16.5,9.92
4.75,16.75,9.92
4.75,17,9.91
4.75,17.25,9.91
4.75,17.5,9.91
4.75,17.75,9.9
4.75,18,9.9
4.75,18.25,9.89
4.75,18.5,9.89
4.75,18.75,9.88
4.75,19,9.88
4.75,19.25,9.87
4.75,19.5,9.87
4.75,19.75,9.86
4.75,20,9.86
4.75,20.25,9.85
4.75,20.5,9.85
4.75,20.75,9.84
4.75,21,9.84
4.75,21.25,9.83
4.75,21.5,9.83
4.75,21.75,9.82
4.75,22,9.82
4.75,22.25,9.81
4.75,22.5,9.8
4.75,22.75,9.8
4.75,23,9.79
4.75,23.25,9.79
4.75,23.5,9.78
4.75,23.75,9.77
4.75,24,9.77
4.75,24.25,9.76
4.75,24.5,9.76
4.75,24.75,9.75
4.75,25,9.74
4.75,25.25,9.74
4.75,25.5,9.73
4.75,25.75,9.72
4.75,26,9.72
4.75,26.25,9.71
4.75,26.5,9.71
4.75,26.75,9.7
4.75,27,9.69
4.75,27.25,9.69
4.75,27.5,9.68
4.75,27.75,9.67
4.75,28,9.67
4.75,28.25,9.66
4.75,28.5,9.65
4.75,28.75,9.65
4.75,29,9.64
4.75,29.25,9.63
4.75,29.5,9.63
4.75,29.75,9.62
4.75,30,9.61
4.75,30.25,9.61
4.75,30.5,9.6
4.75,30.75,9.59
4.75,31,9.59
4.75,31.25,9.58
4.75,31.5,9.57
4.75,31.75,9.57
4.75,32,9.56
4.75,32.25,9.55
4.75,32.5,9.54
4.75,32.75,9.54
4.75,33,9.53
4.75,33.25,9.52
4.75,33.5,9.52
4.75,33.75,9.51
4.75,34,9.5
4.75,34.25,9.5
4.75,34.5,9.49
4.75,34.75,9.48
4.75,35,9.47
4.75,35.25,9.47
4.75,35.5,9.46
4.75,35.75,9.45
4.75,36,9.45
4.75,36.25,9.44
4.75,36.5,9.43
4.75,36.75,9.43
4.75,37,9.42
4.75,37.25,9.41
4.75,37.5,9.4
4.75,37.75,9.4
4.75,38,9.39
4.75,38.25,9.38
4.75,38.5,9.38
4.75,38.75,9.37
4.75,39,9.36
4.75,39.25,9.36
4.75,39.5,9.35
4.75,39.75,9.34
4.75,40,9.34
4.75,40.25,9.33
4.75,40.5,9.33
4.75,40.75,9.32
4.75,41,9.31
4.75,41.25,9.31
4.75,41.5,9.3
4.75,41.75,9.3
4.75,42,9.29
4.75,42.25,9.29
4.75,42.5,9.28
4.75,42.75,9.27
4.75,43,9.27
4.75,43.25,9.26
4.75,43.5,9.26
4.75,43.75,9.25
4.75,44,9.25
4.75,44.25,9.24
4.75,44.5,9.24
4.75,44.75,9.24
4.75,45,9.23
4.75,45.25,9.23
4.75,45.5,9.22
4.75,45.75,9.22
4.75,46,9.21
4.75,46.25,9.21
4.75,46.5,9.2
4.75,46.75,9.2
4.75,47,9.2
4.75,47.25,9.19
4.75,47.5,9.19
4.75,47.75,9.19
4.75,48,9.18
4.75,48.25,9.18
4.75,48.5,9.17
4.75,48.75,9.17
4.75,49,9.17
4.75,49.25,9.16
4.75,49.5,9.16
4.75,49.75,9.16
4.75,50,9.16
4.75,50.25,9.15
