N,E,Z
23,0,10.09
23,0.25,10.09
23,0.5,10.09
23,0.75,10.09
23,1,10.09
23,1.25,10.09
23,1.5,10.09
23,1.75,10.09
23,2,10.09
23,2.25,10.08
23,2.5,10.08
23,2.75,10.08
23,3,10.08
23,3.25,10.08
23,3.5,10.08
23,3.75,10.08
23,4,10.08
23,4.25,10.08
23,4.5,10.07
23,4.75,10.07
23,5,10.07
23,5.25,10.07
23,5.5,10.07
23,5.75,10.07
23,6,10.06
23,6.25,10.06
23,6.5,10.06
23,6.75,10.06
23,7,10.06
23,7.25,10.06
23,7.5,10.05
23,7.75,10.05
23,8,10.05
23,8.25,10.05
23,8.5,10.05
23,8.75,10.04
23,9,10.04
23,9.25,10.04
23,9.5,10.04
23,9.75,10.03
23,10,10.03
23,10.25,10.03
23,10.5,10.03
23,10.75,10.02
23,11,10.02
23,11.25,10.02
23,11.5,10.02
23,11.75,10.01
23,12,10.01
23,12.25,10.01
23,12.5,10.01
23,12.75,10
23,13,10
23,13.25,10
23,13.5,9.99
23,13.75,9.99
23,14,9.99
23,14.25,9.98
23,14.5,9.98
23,14.75,9.98
23,15,9.97
23,15.25,9.97
23,15.5,9.97
23,15.75,9.96
23,16,9.96
23,16.25,9.96
23,16.5,9.95
23,16.75,9.95
23,17,9.94
23,17.25,9.94
23,17.5,9.94
23,17.75,9.93
23,18,9.93
23,18.25,9.92
23,18.5,9.92
23,18.75,9.91
23,19,9.91
23,19.25,9.91
23,19.5,9.9
23,19.75,9.9
23,20,9.89
23,20.25,9.89
23,20.5,9.88
23,20.75,9.87
23,21,9.87
23,21.25,9.86
23,21.5,9.86
23,21.75,9.85
23,22,9.85
23,22.25,9.84
23,22.5,9.83
23,22.75,9.83
23,23,9.82
23,23.25,9.81
23,23.5,9.81
23,23.75,9.8
23,24,9.79
23,24.25,9.79
23,24.5,9.78
23,24.75,9.78
23,25,9.77
23,25.25,9.76
23,25.5,9.76
23,25.75,9.75
23,26,9.74
23,26.25,9.74
23,26.5,9.73
23,26.75,9.72
23,27,9.72
23,27.25,9.71
23,27.5,9.7
23,27.75,9.7
23,28,9.69
23,28.25,9.68
23,28.5,9.67
23,28.75,9.67
23,29,9.66
23,29.25,9.65
23,29.5,9.64
23,29.75,9.64
23,30,9.63
23,30.25,9.62
23,30.5,9.61
23,30.75,9.61
23,31,9.6
23,31.25,9.59
23,31.5,9.58
23,31.75,9.58
23,32,9.57
23,32.25,9.56
23,32.5,9.56
23,32.75,9.55
23,33,9.54
23,33.25,9.54
23,33.5,9.53
23,33.75,9.52
23,34,9.52
23,34.25,9.51
23,34.5,9.5
23,34.75,9.49
23,35,9.49
23,35.25,9.48
23,35.5,9.47
23,35.75,9.46
23,36,9.46
23,36.25,9.45
23,36.5,9.44
23,36.75,9.44
23,37,9.43
23,37.25,9.43
23,37.5,9.42
23,37.75,9.41
23,38,9.41
23,38.25,9.4
23,38.5,9.39
23,38.75,9.39
23,39,9.38
23,39.25,9.37
23,39.5,9.37
23,39.75,9.36
23,40,9.36
23,40.25,9.35
23,40.5,9.34
23,40.75,9.34
23,41,9.33
23,41.25,9.33
23,41.5,9.32
23,41.75,9.32
23,42,9.31
23,42.25,9.3
23,42.5,9.3
23,42.75,9.29
23,43,9.29
23,43.25,9.28
23,43.5,9.27
23,43.75,9.27
23,44,9.26
23,44.25,9.26
23,44.5,9.25
23,44.75,9.24
23,45,9.24
23,45.25,9.23
23,45.5,9.23
23,45.75,9.22
23,46,9.21
23,46.25,9.21
23,46.5,9.2
23,46.75,9.2
23,47,9.19
23,47.25,9.19
23,47.5,9.18
23,47.75,9.17
23,48,9.17
23,48.25,9.16
23,48.5,9.16
