N,E,Z
17,-0.25,10.05
17,0,10.05
17,0.25,10.05
17,0.5,10.05
17,0.75,10.05
17,1,10.05
17,1.25,10.05
17,1.5,10.05
17,1.75,10.05
17,2,10.05
17,2.25,10.05
17,2.5,10.05
17,2.75,10.05
17,3,10.05
17,3.25,10.05
17,3.5,10.04
17,3.75,10.04
17,4,10.04
17,4.25,10.04
17,4.5,10.04
17,4.75,10.04
17,5,10.04
17,5.25,10.04
17,5.5,10.04
17,5.75,10.04
17,6,10.04
17,6.25,10.04
17,6.5,10.04
17,6.75,10.04
17,7,10.04
17,7.25,10.03
17,7.5,10.03
17,7.75,10.03
17,8,10.03
17,8.25,10.03
17,8.5,10.03
17,8.75,10.02
17,9,10.02
17,9.25,10.02
17,9.5,10.02
17,9.75,10.01
17,10,10.01
17,10.25,10.01
17,10.5,10.01
17,10.75,10
17,11,10
17,11.25,10
17,11.5,9.99
17,11.75,9.99
17,12,9.99
17,12.25,9.99
17,12.5,9.98
17,12.75,9.98
17,13,9.98
17,13.25,9.98
17,13.5,9.97
17,13.75,9.97
17,14,9.97
17,14.25,9.97
17,14.5,9.97
17,14.75,9.96
17,15,9.96
17,15.25,9.96
17,15.5,9.96
17,15.75,9.96
17,16,9.96
17,16.25,9.95
17,16.5,9.95
17,16.75,9.95
17,17,9.95
17,17.25,9.95
17,17.5,9.95
17,17.75,9.94
17,18,9.94
17,18.25,9.94
17,18.5,9.94
17,18.75,9.93
17,19,9.93
17,19.25,9.92
17,19.5,9.91
17,19.75,9.91
17,20,9.9
17,20.25,9.89
17,20.5,9.89
17,20.75,9.88
17,21,9.87
17,21.25,9.87
17,21.5,9.86
17,21.75,9.86
17,22,9.85
17,22.25,9.84
17,22.5,9.84
17,22.75,9.83
17,23,9.82
17,23.25,9.82
17,23.5,9.81
17,23.75,9.8
17,24,9.8
17,24.25,9.79
17,24.5,9.79
17,24.75,9.78
17,25,9.78
17,25.25,9.77
17,25.5,9.76
17,25.75,9.76
17,26,9.75
17,26.25,9.75
17,26.5,9.74
17,26.75,9.74
17,27,9.73
17,27.25,9.73
17,27.5,9.72
17,27.75,9.71
17,28,9.7
17,28.25,9.69
17,28.5,9.69
17,28.75,9.68
17,29,9.67
17,29.25,9.66
17,29.5,9.66
17,29.75,9.65
17,30,9.64
17,30.25,9.63
17,30.5,9.63
17,30.75,9.62
17,31,9.61
17,31.25,9.61
17,31.5,9.6
17,31.75,9.59
17,32,9.58
17,32.25,9.58
17,32.5,9.57
17,32.75,9.56
17,33,9.56
17,33.25,9.55
17,33.5,9.54
17,33.75,9.53
17,34,9.53
17,34.25,9.52
17,34.5,9.51
17,34.75,9.51
17,35,9.5
17,35.25,9.49
17,35.5,9.49
17,35.75,9.48
17,36,9.47
17,36.25,9.47
17,36.5,9.46
17,36.75,9.45
17,37,9.45
17,37.25,9.44
17,37.5,9.43
17,37.75,9.43
17,38,9.42
17,38.25,9.41
17,38.5,9.41
17,38.75,9.4
17,39,9.39
17,39.25,9.39
17,39.5,9.38
17,39.75,9.38
17,40,9.37
17,40.25,9.36
17,40.5,9.36
17,40.75,9.35
17,41,9.35
17,41.25,9.34
17,41.5,9.33
17,41.75,9.33
17,42,9.32
17,42.25,9.32
17,42.5,9.31
17,42.75,9.3
17,43,9.3
17,43.25,9.29
17,43.5,9.29
17,43.75,9.28
17,44,9.27
17,44.25,9.27
17,44.5,9.26
17,44.75,9.26
17,45,9.25
17,45.25,9.25
17,45.5,9.24
17,45.75,9.23
17,46,9.23
17,46.25,9.22
17,46.5,9.22
17,46.75,9.21
17,47,9.21
17,47.25,9.2
17,47.5,9.2
17,47.75,9.19
17,48,9.19
17,48.25,9.18
